subject,true_answer,model,ans_clean,clean_correct,ans_T1.2-Backspace-Mid2,correct_T1.2-Backspace-Mid2,dsr_T1.2-Backspace-Mid2,changed_T1.2-Backspace-Mid2,halluc_T1.2-Backspace-Mid2,ans_T1.2-ZWSP-Mid2,correct_T1.2-ZWSP-Mid2,dsr_T1.2-ZWSP-Mid2,changed_T1.2-ZWSP-Mid2,halluc_T1.2-ZWSP-Mid2,ans_T1.2-Backspace-High5,correct_T1.2-Backspace-High5,dsr_T1.2-Backspace-High5,changed_T1.2-Backspace-High5,halluc_T1.2-Backspace-High5,ans_T1.2-Backspace-Start,correct_T1.2-Backspace-Start,dsr_T1.2-Backspace-Start,changed_T1.2-Backspace-Start,halluc_T1.2-Backspace-Start,ans_T4.4-Standard-End5,correct_T4.4-Standard-End5,dsr_T4.4-Standard-End5,changed_T4.4-Standard-End5,halluc_T4.4-Standard-End5,ans_T4.4-High-End10,correct_T4.4-High-End10,dsr_T4.4-High-End10,changed_T4.4-High-End10,halluc_T4.4-High-End10,ans_T4.4-Mixed-End,correct_T4.4-Mixed-End,dsr_T4.4-Mixed-End,changed_T4.4-Mixed-End,halluc_T4.4-Mixed-End,ans_T4.4-Standard-Mid5,correct_T4.4-Standard-Mid5,dsr_T4.4-Standard-Mid5,changed_T4.4-Standard-Mid5,halluc_T4.4-Standard-Mid5,honey_detected_T3.2-SetB-SHY-5,honey_detected_T3.2-SetA-ESC-5,honey_detected_T3.2-SetB-SHY-High10,honey_detected_T3.2-Homoglyph
miscellaneous,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
miscellaneous,A,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
miscellaneous,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,B,False,True,True,False,B,False,True,True,False,B,False,True,True,False,True,True,True,True
miscellaneous,A,Qwen/Qwen2.5-1.5B-Instruct,B,False,A,True,False,True,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
moral_disputes,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
moral_disputes,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,False,True,True
moral_disputes,D,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
moral_disputes,D,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,A,False,False,True,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
moral_disputes,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
moral_scenarios,A,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
moral_scenarios,A,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
moral_scenarios,C,Qwen/Qwen2.5-1.5B-Instruct,B,False,A,False,False,True,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
moral_scenarios,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
moral_scenarios,C,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
nutrition,D,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,False,True,True,True
nutrition,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
nutrition,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
nutrition,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,B,False,True,True,False,B,False,True,True,False,A,True,False,False,False,B,False,True,True,False,B,False,True,True,False,B,False,True,True,False,B,False,True,True,False,B,False,True,True,False,True,True,False,True
nutrition,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
philosophy,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
philosophy,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
philosophy,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,False,True,True,True
philosophy,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
philosophy,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
prehistory,B,Qwen/Qwen2.5-1.5B-Instruct,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,False,True,True,True
prehistory,D,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
prehistory,D,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
prehistory,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,False,True,True,True
prehistory,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
professional_accounting,C,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,C,True,False,True,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
professional_accounting,A,Qwen/Qwen2.5-1.5B-Instruct,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,True,True,True
professional_accounting,C,Qwen/Qwen2.5-1.5B-Instruct,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
professional_accounting,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
professional_accounting,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
professional_law,D,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
professional_law,A,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
professional_law,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,D,False,True,True,False,C,True,False,False,False,D,False,True,True,False,C,True,False,False,False,True,True,True,True
professional_law,A,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
professional_law,D,Qwen/Qwen2.5-1.5B-Instruct,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
professional_medicine,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
professional_medicine,B,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,B,True,False,True,False,B,True,False,True,False,B,True,False,True,False,B,True,False,True,False,B,True,False,True,False,True,True,True,True
professional_medicine,D,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
professional_medicine,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
professional_medicine,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
professional_psychology,C,Qwen/Qwen2.5-1.5B-Instruct,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
professional_psychology,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,D,False,True,True,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
professional_psychology,C,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
professional_psychology,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,False,True
professional_psychology,B,Qwen/Qwen2.5-1.5B-Instruct,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,True,True,True
public_relations,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
public_relations,C,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,C,True,False,True,False,B,False,False,False,False,C,True,False,True,False,C,True,False,True,False,B,False,False,False,False,B,False,False,False,False,True,True,False,True
public_relations,C,Qwen/Qwen2.5-1.5B-Instruct,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,True,True,True
public_relations,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,False,True,True,True
public_relations,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
security_studies,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
security_studies,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
security_studies,D,Qwen/Qwen2.5-1.5B-Instruct,B,False,D,True,False,True,False,D,True,False,True,False,D,True,False,True,False,B,False,False,False,False,D,True,False,True,False,D,True,False,True,False,B,False,False,False,False,D,True,False,True,False,True,True,True,True
security_studies,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,A,False,True,True,False,A,False,True,True,False,D,True,False,False,False,C,False,True,True,False,C,False,True,True,False,A,False,True,True,False,True,True,True,True
security_studies,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,False,True
sociology,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,B,False,True,True,False,A,True,False,False,False,B,False,True,True,False,B,False,True,True,False,B,False,True,True,False,A,True,False,False,False,True,True,True,True
sociology,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
sociology,D,Qwen/Qwen2.5-1.5B-Instruct,A,False,A,False,False,False,False,B,False,False,True,False,D,True,False,True,False,A,False,False,False,False,D,True,False,True,False,D,True,False,True,False,D,True,False,True,False,A,False,False,False,False,False,True,True,True
sociology,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,False,True,False,True
sociology,C,Qwen/Qwen2.5-1.5B-Instruct,B,False,A,False,False,True,False,A,False,False,True,False,A,False,False,True,False,A,False,False,True,False,A,False,False,True,False,A,False,False,True,False,A,False,False,True,False,A,False,False,True,False,True,True,True,True
us_foreign_policy,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
us_foreign_policy,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
us_foreign_policy,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
us_foreign_policy,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
us_foreign_policy,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
virology,C,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
virology,C,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
virology,D,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,D,True,False,True,False,C,False,False,False,False,A,False,False,True,False,True,True,True,True
virology,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
virology,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,False,True,True,True
world_religions,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,B,False,True,True,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,B,False,True,True,False,A,True,False,False,False,B,False,True,True,False,A,True,False,False,False,True,True,True,True
world_religions,A,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,D,False,False,True,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
world_religions,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
world_religions,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
world_religions,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
