model,subject,true_answer,ans_clean,clean_correct,best_cloak,dsr_cloak_only,best_trap,dsr_trap_only,ans_stacked,dsr_stacked,changed_stacked
Llama-3B,moral_scenarios,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,moral_scenarios,C,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,nutrition,D,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,nutrition,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,nutrition,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,A,True,True
Llama-3B,nutrition,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,nutrition,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,philosophy,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,philosophy,B,B,True,T1.2-Backspace-High5,True,T4.4-High-End10,False,A,True,True
Llama-3B,philosophy,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,A,True,True
Llama-3B,philosophy,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,philosophy,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,prehistory,B,D,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,prehistory,D,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,prehistory,D,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,prehistory,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,prehistory,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,professional_accounting,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,professional_accounting,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,True,True
Llama-3B,professional_accounting,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,professional_accounting,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,professional_accounting,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,True,True
Llama-3B,professional_law,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,professional_law,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,professional_law,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,True
Llama-3B,professional_law,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,professional_law,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,professional_medicine,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,professional_medicine,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,professional_medicine,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,professional_medicine,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,professional_medicine,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,professional_psychology,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,True,True
Llama-3B,professional_psychology,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,True,True
Llama-3B,professional_psychology,C,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,professional_psychology,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,professional_psychology,B,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,public_relations,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,public_relations,C,D,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,True
Llama-3B,public_relations,C,D,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,public_relations,A,A,True,T1.2-Backspace-High5,True,T4.4-High-End10,False,B,True,True
Llama-3B,public_relations,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,True,True
Llama-3B,security_studies,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,security_studies,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,True,True
Llama-3B,security_studies,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,security_studies,D,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,security_studies,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,sociology,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,sociology,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,sociology,D,D,True,T1.2-Backspace-High5,True,T4.4-High-End10,False,A,True,True
Llama-3B,sociology,B,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,sociology,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,us_foreign_policy,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,us_foreign_policy,D,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,True
Llama-3B,us_foreign_policy,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,us_foreign_policy,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,True,True
Llama-3B,us_foreign_policy,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,virology,C,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,True
Llama-3B,virology,C,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,virology,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,virology,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,virology,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,world_religions,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,world_religions,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,True
Llama-3B,world_religions,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,world_religions,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,True,True
Llama-3B,world_religions,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,True
Mistral-7B,abstract_algebra,C,C,True,T1.2-Backspace-High5,True,T4.4-Mixed-End,True,A,True,True
Mistral-7B,abstract_algebra,C,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,abstract_algebra,D,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,abstract_algebra,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,abstract_algebra,C,D,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,anatomy,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,anatomy,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,anatomy,C,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,anatomy,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,anatomy,B,B,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,True,True
Mistral-7B,astronomy,B,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,astronomy,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,True,A,False,False
Mistral-7B,astronomy,D,D,True,T1.2-Backspace-High5,True,T4.4-Mixed-End,True,B,True,True
Mistral-7B,astronomy,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,astronomy,D,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,business_ethics,D,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,business_ethics,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,business_ethics,B,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,business_ethics,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,business_ethics,B,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,True
Mistral-7B,clinical_knowledge,D,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,clinical_knowledge,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,clinical_knowledge,D,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,clinical_knowledge,B,B,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,clinical_knowledge,D,D,True,T1.2-Backspace-High5,True,T4.4-Mixed-End,False,D,False,False
Mistral-7B,college_biology,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,college_biology,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,college_biology,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,college_biology,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,college_biology,C,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,college_chemistry,D,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,college_chemistry,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,True,True
Mistral-7B,college_chemistry,D,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,college_chemistry,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,college_chemistry,D,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,college_computer_science,A,A,True,T1.2-Backspace-High5,True,T4.4-Mixed-End,False,A,False,False
Mistral-7B,college_computer_science,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,college_computer_science,D,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,True
Mistral-7B,college_computer_science,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,True,D,True,True
Mistral-7B,college_computer_science,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,college_mathematics,C,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,college_mathematics,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,college_mathematics,D,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,college_mathematics,A,D,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,True
Mistral-7B,college_mathematics,D,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,college_medicine,D,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,True
Mistral-7B,college_medicine,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,college_medicine,B,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,college_medicine,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,college_medicine,D,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,college_physics,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,college_physics,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,college_physics,D,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,college_physics,D,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,college_physics,C,C,True,T1.2-Backspace-High5,True,T4.4-Mixed-End,False,C,False,False
Mistral-7B,computer_security,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,computer_security,B,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,True
Mistral-7B,computer_security,A,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,computer_security,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,computer_security,A,D,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,conceptual_physics,C,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,conceptual_physics,B,B,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,conceptual_physics,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,True,C,True,True
Mistral-7B,conceptual_physics,D,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,True
Mistral-7B,conceptual_physics,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,econometrics,D,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,econometrics,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,econometrics,C,D,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,True
Mistral-7B,econometrics,C,D,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,True
Mistral-7B,econometrics,B,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,electrical_engineering,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,electrical_engineering,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,electrical_engineering,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,electrical_engineering,A,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,electrical_engineering,A,D,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,elementary_mathematics,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,elementary_mathematics,A,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,True
Mistral-7B,elementary_mathematics,B,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,True
Mistral-7B,elementary_mathematics,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,elementary_mathematics,A,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,True
Mistral-7B,formal_logic,A,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,formal_logic,B,B,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,formal_logic,C,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,True
Mistral-7B,formal_logic,A,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,True
Mistral-7B,formal_logic,C,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,True
Mistral-7B,global_facts,B,B,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,global_facts,D,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,global_facts,B,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,global_facts,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,global_facts,C,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,True
Mistral-7B,high_school_biology,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,high_school_biology,C,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,high_school_biology,B,B,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,True,C,True,True
Mistral-7B,high_school_biology,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,True,D,False,False
Mistral-7B,high_school_biology,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,high_school_chemistry,C,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,high_school_chemistry,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,True,True
Mistral-7B,high_school_chemistry,D,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,high_school_chemistry,B,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,high_school_chemistry,B,B,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,high_school_computer_science,B,B,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,high_school_computer_science,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,True,D,True,True
Mistral-7B,high_school_computer_science,B,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,high_school_computer_science,B,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,high_school_computer_science,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,high_school_european_history,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,high_school_european_history,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,high_school_european_history,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,high_school_european_history,B,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,True
Mistral-7B,high_school_european_history,B,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,high_school_geography,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,high_school_geography,B,B,True,T1.2-Backspace-High5,True,T4.4-Mixed-End,False,B,False,False
Mistral-7B,high_school_geography,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,high_school_geography,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,True,True
Mistral-7B,high_school_geography,B,B,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,high_school_government_and_politics,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,high_school_government_and_politics,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,high_school_government_and_politics,D,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,True
Mistral-7B,high_school_government_and_politics,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,high_school_government_and_politics,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,high_school_macroeconomics,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,high_school_macroeconomics,D,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,True
Mistral-7B,high_school_macroeconomics,D,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,True
Mistral-7B,high_school_macroeconomics,B,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,high_school_macroeconomics,D,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,True
Mistral-7B,high_school_mathematics,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,high_school_mathematics,C,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,high_school_mathematics,B,B,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,high_school_mathematics,C,D,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,high_school_mathematics,D,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,high_school_microeconomics,C,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,high_school_microeconomics,D,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,True
Mistral-7B,high_school_microeconomics,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,high_school_microeconomics,D,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,high_school_microeconomics,D,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,high_school_physics,B,B,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,high_school_physics,A,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,high_school_physics,A,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,high_school_physics,D,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,high_school_physics,A,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,high_school_psychology,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,high_school_psychology,A,D,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,high_school_psychology,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,high_school_psychology,C,D,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,high_school_psychology,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,high_school_statistics,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,high_school_statistics,A,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,high_school_statistics,D,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,high_school_statistics,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,high_school_statistics,D,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,high_school_us_history,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,high_school_us_history,B,B,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,high_school_us_history,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,high_school_us_history,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,high_school_us_history,C,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,high_school_world_history,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,high_school_world_history,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,high_school_world_history,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,high_school_world_history,B,D,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,high_school_world_history,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,human_aging,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,human_aging,B,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,human_aging,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,human_aging,B,B,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,human_aging,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,human_sexuality,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,human_sexuality,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,human_sexuality,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,human_sexuality,D,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,human_sexuality,D,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,True
Mistral-7B,international_law,C,A,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
Mistral-7B,international_law,D,D,True,T1.2-Backspace-High5,True,T4.4-Mixed-End,False,C,True,True
Mistral-7B,international_law,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,international_law,B,B,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,True,True
Mistral-7B,international_law,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,jurisprudence,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,jurisprudence,B,B,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,True,B,False,False
Mistral-7B,jurisprudence,A,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,True
Mistral-7B,jurisprudence,B,D,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,jurisprudence,A,C,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,True
Mistral-7B,logical_fallacies,C,C,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,C,False,False
Mistral-7B,logical_fallacies,A,B,False,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,B,False,False
Mistral-7B,logical_fallacies,B,B,True,T1.2-Backspace-High5,True,T4.4-Mixed-End,False,D,True,True
Mistral-7B,logical_fallacies,D,D,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,D,False,False
Mistral-7B,logical_fallacies,B,B,True,T1.2-Backspace-High5,True,T4.4-Mixed-End,True,A,True,True
Mistral-7B,machine_learning,A,A,True,T1.2-Backspace-High5,False,T4.4-Mixed-End,False,A,False,False
